Sentences,Frame
You 'll have to soften it in milk . ,Cause_change_of_consistency
Ruminants like deer and cattle have a forward site for fermentation in a complex multi-chambered rumen where the food is soaked and softened by enzymes in the stomach . ,Cause_change_of_consistency
The clouds had thickened and the moon had gone when I left her house and made my way cautiously down the slippery brick path . ,Change_of_consistency
The western clouds had thickened and the old wounds in Sharpe 's leg and shoulder began to ache ; a sure prophecy of rain . ,Change_of_consistency
By the end of the afternoon the clouds had thickened into solid curtain walls of charcoal cumulus . ,Change_of_consistency
"Combine the yolks and cream , and cook over a low heat , or in a bain-marie , until the custard thickens slightly . ",Change_of_consistency
Return the mixture to the pan and stir over a gentle heat until the custard thickens . ,Change_of_consistency
"Bring quickly to the boil , stirring continuously until the sauce thickens and clears . ",Change_of_consistency
Cook gently for about 5 minutes until the sauce thickens slightly . ,Change_of_consistency
"When it is thoroughly combined , pour the sauce back into the saucepan and warm over very low heat until the sauce thickens , about 2 minutes . ",Change_of_consistency
"If using dark chocolate , beat the mixture for 1-2min with an electric or hand whisk , until it thickens slightly and lightens in texture ( this is not necessary when using white chocolate ) . ",Change_of_consistency
Leave the chocolate to stand until it cools and the mixture thickens slightly . ,Change_of_consistency
Add remaining ingredients and stir until the fondue thickens slightly . ,Change_of_consistency
"And , although the skin thickens in the sun to protect itself , it does n't on a sunbed . ",Change_of_consistency
"The mix forms a slurry which is rolled out and heated to remove water , then thickened into a solid strip . ",Change_of_consistency
"The snow thickened as night fell , piling around their shelter and hissing at the fire . ",Change_of_consistency
Fine roots grow very freely from the nodes where the root growth thickens at the lower nodes . ,Change_of_consistency
With her hand Tabitha wiped a crescent in the condensation thickening on the viewport . ,Change_of_consistency
"The product used was made by boiling a quantity of hops with treacle , adding mashed potatoes and salt , then thickening the mixture with flour . ",Cause_change_of_consistency
"They thicken the curd , giving it extra body and making it more stable when spread into flan cases or flat , open plate pies . ",Cause_change_of_consistency
"Purée can be gradually thickened by adding flour , oatmeal , potato , rice , or any staple that the family uses until it reaches the consistency of mashed potato . ",Cause_change_of_consistency
Cars and light vans contribute to 18 per cent of the carbon emissions which thicken the protective layer of gases around the Earth contributing to global warming ( see Chapter 1 ) . ,Cause_change_of_consistency
"A more elegant , but equally traditional sauce for pork or game is made by thickening a red wine sauce with mustard and blood . ",Cause_change_of_consistency
It is made from blood thickened with cereals and contains large pieces of fat . ,Cause_change_of_consistency
"Until the 1930s , it was common to have a fig pie or pudding on Palm Sunday , based on stewed , dried figs thickened with cornflour and flavoured with mixed spice . ",Cause_change_of_consistency
"And our own early recipes for tomato soups thickened with rice or bread were derived from Portuguese rather than American , French or Italian cookery . ",Cause_change_of_consistency
"Further along , an apothecary was trying to sell the customers of such women a cure for the clap made out of boar 's grease , sulphur , bark and quicksilver , all thickened by heavy treacle . ",Cause_change_of_consistency
"The fruit is cooked to bring out the flavour , then sweetened and thickened . ",Cause_change_of_consistency
